step,v_delta,desired_v,current_v,omega_delta,desired_omega,current_omega
800,0.14596974849700928,1.4313122034072876,1.2849931716918945,1.7821801520767622e-05,0.0,-1.7821801520767622e-05
1600,0.19069457054138184,1.6075695753097534,1.4173129796981812,1.3982847121951636e-05,0.0,-1.3982847121951636e-05
2400,0.13130222260951996,1.3894166946411133,1.2576836347579956,1.9236118532717228e-05,0.0,-1.9236118532717228e-05
3200,0.15601719915866852,1.5027114152908325,1.3465698957443237,1.51217691382044e-05,0.0,-1.51217691382044e-05
4000,0.15793432295322418,1.524019479751587,1.3664799928665161,1.5103126315807458e-05,0.0,-1.5103126315807458e-05
4800,0.14754638075828552,1.4396886825561523,1.2920180559158325,1.6155630873981863e-05,0.0,-1.6155630873981863e-05
5600,0.19403809309005737,1.6233285665512085,1.4287029504776,1.3494274753611535e-05,0.0,-1.3494274753611535e-05
6400,0.17821849882602692,1.556982398033142,1.3794019222259521,1.3651030712935608e-05,0.0,-1.3651030712935608e-05
7200,0.16771738231182098,1.5425574779510498,1.3740975856781006,1.4301422197604552e-05,0.0,-1.4301422197604552e-05
8000,0.25604116916656494,1.801282286643982,1.5451139211654663,1.2731074093608186e-05,0.0,-1.2731074093608186e-05
8800,0.1922132819890976,1.5978853702545166,1.4064902067184448,1.6429579773102887e-05,0.0,-1.6429579773102887e-05
9600,0.1437205821275711,1.4418421983718872,1.2977601289749146,1.442558550479589e-05,0.0,-1.442558550479589e-05
10400,0.13366422057151794,1.3645353317260742,1.230418086051941,1.8479537175153382e-05,0.0,-1.8479537175153382e-05
11200,0.16929352283477783,1.4764647483825684,1.3073080778121948,1.7022963220370002e-05,0.0,-1.7022963220370002e-05
12000,0.15397892892360687,1.4201761484146118,1.2667425870895386,2.294436671945732e-05,0.0,-2.294436671945732e-05
12800,0.19915026426315308,1.646425485610962,1.4472017288208008,1.5300989616662264e-05,0.0,-1.5300989616662264e-05
13600,0.19048453867435455,1.6007081270217896,1.4099162817001343,1.4721609659318347e-05,0.0,-1.4721609659318347e-05
14400,0.12627017498016357,1.330857515335083,1.2048866748809814,1.8804908904712647e-05,0.0,-1.8804908904712647e-05
15200,0.11444586515426636,1.334728479385376,1.2206451892852783,2.1992911570123397e-05,0.0,-2.1992911570123397e-05
16000,0.16477686166763306,1.470371961593628,1.3050296306610107,1.74566957866773e-05,0.0,-1.74566957866773e-05
16800,0.19823536276817322,1.5784977674484253,1.3802282810211182,1.5826595699763857e-05,0.0,-1.5826595699763857e-05
17600,0.18307897448539734,1.573731541633606,1.391188144683838,1.3683132237929385e-05,0.0,-1.3683132237929385e-05
18400,0.19252756237983704,1.6306012868881226,1.4375202655792236,1.2607797543751076e-05,0.0,-1.2607797543751076e-05
19200,0.19125011563301086,1.62099027633667,1.4301483631134033,1.632554631214589e-05,0.0,-1.632554631214589e-05
20000,0.11760320514440536,1.3673326969146729,1.250058650970459,1.5418003386002965e-05,0.0,-1.5418003386002965e-05
20800,0.11315686255693436,1.3201584815979004,1.206286907196045,1.6813470210763626e-05,0.0,-1.6813470210763626e-05
21600,0.12153714895248413,1.3682724237442017,1.2468024492263794,1.7842441593529657e-05,0.0,-1.7842441593529657e-05
22400,0.16739210486412048,1.4901853799819946,1.323122501373291,1.603559394425247e-05,0.0,-1.603559394425247e-05
23200,0.12026818841695786,1.3461705446243286,1.2258614301681519,1.8954271581606008e-05,0.0,-1.8954271581606008e-05
24000,0.14482125639915466,1.4269232749938965,1.2823073863983154,1.3811388271278702e-05,0.0,-1.3811388271278702e-05
24800,0.14660868048667908,1.4673008918762207,1.320406198501587,1.4202186321199406e-05,0.0,-1.4202186321199406e-05
25600,0.13526439666748047,1.4321233034133911,1.2969223260879517,1.639890433580149e-05,0.0,-1.639890433580149e-05
26400,0.19544710218906403,1.6008126735687256,1.4052553176879883,1.4218795513443183e-05,0.0,-1.4218795513443183e-05
27200,0.15524545311927795,1.5136206150054932,1.3578119277954102,1.430254451406654e-05,0.0,-1.430254451406654e-05
28000,0.19139786064624786,1.617491602897644,1.4260382652282715,1.2958345905644819e-05,0.0,-1.2958345905644819e-05
28800,0.15422526001930237,1.4804251194000244,1.3271071910858154,1.4176674085319974e-05,0.0,-1.4176674085319974e-05
29600,0.156871497631073,1.4642672538757324,1.3070963621139526,1.728550523694139e-05,0.0,-1.728550523694139e-05
30400,0.17068849503993988,1.5493141412734985,1.37834632396698,1.34906658786349e-05,0.0,-1.34906658786349e-05
31200,0.18365493416786194,1.5911275148391724,1.4074052572250366,1.5202940630842932e-05,0.0,-1.5202940630842932e-05
32000,0.15511083602905273,1.4522144794464111,1.2969143390655518,1.5151013940339908e-05,0.0,-1.5151013940339908e-05
32800,0.17027267813682556,1.5115684270858765,1.3412563800811768,1.861006603576243e-05,0.0,-1.861006603576243e-05
33600,0.20536792278289795,1.6162899732589722,1.4115493297576904,1.561952922202181e-05,0.0,-1.561952922202181e-05
34400,0.17547081410884857,1.5465104579925537,1.3708531856536865,1.5011862160463352e-05,0.0,-1.5011862160463352e-05
35200,0.1815236359834671,1.5413864850997925,1.3601429462432861,1.6764874089858495e-05,0.0,-1.6764874089858495e-05
36000,0.1723412126302719,1.550208330154419,1.377376675605774,1.3694715562451165e-05,0.0,-1.3694715562451165e-05
36800,0.1440940499305725,1.4261956214904785,1.2824623584747314,1.682742549746763e-05,0.0,-1.682742549746763e-05
37600,0.1621096432209015,1.4624887704849243,1.2998969554901123,1.6187215805985034e-05,0.0,-1.6187215805985034e-05
38400,0.17554977536201477,1.5584423542022705,1.3836688995361328,1.379152945446549e-05,0.0,-1.379152945446549e-05
39200,0.17775201797485352,1.540198802947998,1.361843228340149,1.5830935808480717e-05,0.0,-1.5830935808480717e-05
40000,0.2132001668214798,1.6365834474563599,1.4230806827545166,1.4591607396141626e-05,0.0,-1.4591607396141626e-05
40800,0.2524147629737854,1.7744215726852417,1.5223774909973145,1.4738127902091946e-05,0.0,-1.4738127902091946e-05
41600,0.1303403675556183,1.422484040260315,1.2925339937210083,1.5248289855662733e-05,0.0,-1.5248289855662733e-05
42400,0.14951586723327637,1.4397623538970947,1.2903704643249512,1.669604353082832e-05,0.0,-1.669604353082832e-05
43200,0.20262326300144196,1.6495357751846313,1.4468144178390503,1.528863504063338e-05,0.0,-1.528863504063338e-05
44000,0.14416155219078064,1.4147993326187134,1.269952654838562,1.2165172847744543e-05,0.0,-1.2165172847744543e-05
44800,0.1726260632276535,1.5295701026916504,1.357243537902832,1.5838628314668313e-05,0.0,-1.5838628314668313e-05
45600,0.14590516686439514,1.4699040651321411,1.3245062828063965,1.5159108443185687e-05,0.0,-1.5159108443185687e-05
46400,0.17347444593906403,1.5159354209899902,1.341705083847046,1.630088263482321e-05,0.0,-1.630088263482321e-05
47200,0.16029594838619232,1.4799447059631348,1.319484829902649,1.8824232029146515e-05,0.0,-1.8824232029146515e-05
48000,0.1314263492822647,1.3926188945770264,1.2616528272628784,2.0083160052308813e-05,0.0,-2.0083160052308813e-05
48800,0.15073880553245544,1.4882673025131226,1.337933897972107,1.567240360600408e-05,0.0,-1.567240360600408e-05
49600,0.1515219807624817,1.4679770469665527,1.316481590270996,1.6562018572585657e-05,0.0,-1.6562018572585657e-05
50400,0.1301650106906891,1.3819690942764282,1.2512798309326172,1.5387367966468446e-05,0.0,-1.5387367966468446e-05
51200,0.18673881888389587,1.5602126121520996,1.3737294673919678,1.4808950254519004e-05,0.0,-1.4808950254519004e-05
52000,0.11491169035434723,1.3653684854507446,1.25015389919281,1.7024007320287637e-05,0.0,-1.7024007320287637e-05
52800,0.20368950068950653,1.636946439743042,1.4334934949874878,1.4552515494870022e-05,0.0,-1.4552515494870022e-05
53600,0.21918292343616486,1.6637417078018188,1.4443262815475464,1.6837197108543478e-05,0.0,-1.6837197108543478e-05
54400,0.15669406950473785,1.5261608362197876,1.3699959516525269,1.3889568435843103e-05,0.0,-1.3889568435843103e-05
55200,0.2031574845314026,1.6325899362564087,1.4293824434280396,1.5253765923262108e-05,0.0,-1.5253765923262108e-05
56000,0.11565149575471878,1.3825923204421997,1.2668019533157349,1.681311368884053e-05,0.0,-1.681311368884053e-05
56800,0.12103109061717987,1.3652397394180298,1.2446157932281494,1.9522631191648543e-05,0.0,-1.9522631191648543e-05
57600,0.21640485525131226,1.6632099151611328,1.4462273120880127,1.6159185179276392e-05,0.0,-1.6159185179276392e-05
58400,0.1813061237335205,1.515824794769287,1.3350664377212524,2.048956957878545e-05,0.0,-2.048956957878545e-05
59200,0.19184160232543945,1.6150814294815063,1.4227361679077148,1.5787398297106847e-05,0.0,-1.5787398297106847e-05
60000,0.1954353302717209,1.615480661392212,1.4200395345687866,1.5923158571240492e-05,0.0,-1.5923158571240492e-05
60800,0.12775026261806488,1.4207009077072144,1.2935471534729004,1.6249037798843347e-05,0.0,-1.6249037798843347e-05
61600,0.1326708197593689,1.3855986595153809,1.2530019283294678,1.9224891730118543e-05,0.0,-1.9224891730118543e-05
62400,0.12701822817325592,1.3736083507537842,1.245706558227539,1.4313542124000378e-05,0.0,-1.4313542124000378e-05
63200,0.16077382862567902,1.4891985654830933,1.3292081356048584,1.7020254745148122e-05,0.0,-1.7020254745148122e-05
64000,0.18075045943260193,1.5430793762207031,1.3620779514312744,1.5579804312437773e-05,0.0,-1.5579804312437773e-05
64800,0.17470766603946686,1.5475099086761475,1.3722460269927979,1.51256172102876e-05,0.0,-1.51256172102876e-05
65600,0.18335101008415222,1.553543210029602,1.3703522682189941,3.700642082549166e-06,0.0,-3.700642082549166e-06
66400,0.19016636908054352,1.6076377630233765,1.4179085493087769,1.4751198250451125e-05,0.0,-1.4751198250451125e-05
67200,0.16839323937892914,1.534343957901001,1.365209937095642,1.6591231542406604e-05,0.0,-1.6591231542406604e-05
68000,0.17667290568351746,1.4937326908111572,1.3179347515106201,2.057508572761435e-05,0.0,-2.057508572761435e-05
68800,0.17358818650245667,1.5505582094192505,1.3761097192764282,1.4504661521641538e-05,0.0,-1.4504661521641538e-05
69600,0.16325557231903076,1.5053699016571045,1.3428280353546143,1.548974250908941e-05,0.0,-1.548974250908941e-05
70400,0.13799646496772766,1.4844218492507935,1.3465667963027954,1.4427043424802832e-05,0.0,-1.4427043424802832e-05
71200,0.16138845682144165,1.481173038482666,1.3188021183013916,1.5830692063900642e-05,0.0,-1.5830692063900642e-05
72000,0.15916045010089874,1.4579253196716309,1.2994855642318726,2.2102007278590463e-05,0.0,-2.2102007278590463e-05
72800,0.14117468893527985,1.4582321643829346,1.317326307296753,1.443546079826774e-05,0.0,-1.443546079826774e-05
73600,0.17574766278266907,1.5460379123687744,1.370180368423462,1.692862861091271e-05,0.0,-1.692862861091271e-05
74400,0.09573771804571152,1.267154574394226,1.1716376543045044,1.8151436961488798e-05,0.0,-1.8151436961488798e-05
75200,0.12618891894817352,1.3970346450805664,1.270912766456604,1.725155561871361e-05,0.0,-1.725155561871361e-05
76000,0.20834368467330933,1.602319359779358,1.3937708139419556,1.7667745851213112e-05,0.0,-1.7667745851213112e-05
76800,0.13719548285007477,1.453747272491455,1.3161240816116333,1.6617184883216396e-05,0.0,-1.6617184883216396e-05
77600,0.16993913054466248,1.51522696018219,1.3455945253372192,1.658169276197441e-05,0.0,-1.658169276197441e-05
78400,0.16883742809295654,1.5172094106674194,1.3484148979187012,1.7109419786720537e-05,0.0,-1.7109419786720537e-05
79200,0.17186610400676727,1.546682596206665,1.3745650053024292,1.436005095456494e-05,0.0,-1.436005095456494e-05
80000,0.08753321319818497,1.2555863857269287,1.1681536436080933,1.9372157112229615e-05,0.0,-1.9372157112229615e-05
80800,0.12264740467071533,1.4289687871932983,1.3058209419250488,1.5934219845803455e-05,0.0,-1.5934219845803455e-05
81600,0.10757375508546829,1.352764368057251,1.2453525066375732,1.8816854208125733e-05,0.0,-1.8816854208125733e-05
82400,0.15372902154922485,1.4908795356750488,1.336724877357483,1.4992941032687668e-05,0.0,-1.4992941032687668e-05
83200,0.1925806850194931,1.635332703590393,1.44329035282135,1.2987110494577792e-05,0.0,-1.2987110494577792e-05
84000,0.1292087882757187,1.429063081741333,1.299821376800537,1.652740866120439e-05,0.0,-1.652740866120439e-05
84800,0.19227759540081024,1.6292054653167725,1.4366123676300049,1.4813625966780819e-05,0.0,-1.4813625966780819e-05
85600,0.17969436943531036,1.5492076873779297,1.3698711395263672,1.5371100744232535e-05,0.0,-1.5371100744232535e-05
86400,0.20875319838523865,1.647484302520752,1.438916563987732,1.4936191291781142e-05,0.0,-1.4936191291781142e-05
87200,0.11937142163515091,1.4137605428695679,1.2939990758895874,1.6122616216307506e-05,0.0,-1.6122616216307506e-05
88000,0.26905831694602966,1.7989671230316162,1.5295932292938232,1.4659121916338336e-05,0.0,-1.4659121916338336e-05
88800,0.07634571939706802,1.2639378309249878,1.1882518529891968,1.8130736862076446e-05,0.0,-1.8130736862076446e-05
89600,0.21158231794834137,1.6551003456115723,1.443442702293396,1.5292565876734443e-05,0.0,-1.5292565876734443e-05
90400,0.23123766481876373,1.711936354637146,1.4804414510726929,1.5836920283618383e-05,0.0,-1.5836920283618383e-05
91200,0.17810526490211487,1.5699673891067505,1.3920687437057495,1.7931261027115397e-05,0.0,-1.7931261027115397e-05
92000,0.1764664649963379,1.532149314880371,1.3555822372436523,1.81162467924878e-05,0.0,-1.81162467924878e-05
92800,0.1610463559627533,1.4925882816314697,1.3322219848632812,1.550242268422153e-05,0.0,-1.550242268422153e-05
93600,0.10662105679512024,1.3268364667892456,1.219566822052002,1.728666939015966e-05,0.0,-1.728666939015966e-05
94400,0.14255353808403015,1.4330719709396362,1.2910473346710205,1.1222856301174033e-05,0.0,-1.1222856301174033e-05
95200,0.15695351362228394,1.5023795366287231,1.3451752662658691,1.67018824868137e-05,0.0,-1.67018824868137e-05
96000,0.13149847090244293,1.4302639961242676,1.2988269329071045,1.5675836039008573e-05,0.0,-1.5675836039008573e-05
96800,0.2300543338060379,1.6873810291290283,1.457384705543518,1.3220025721238926e-05,0.0,-1.3220025721238926e-05
97600,0.15760666131973267,1.5136144161224365,1.3552446365356445,1.448658986191731e-05,0.0,-1.448658986191731e-05
98400,0.19060306251049042,1.5713080167770386,1.3808220624923706,1.3934406524640508e-05,0.0,-1.3934406524640508e-05
99200,0.18263038992881775,1.5559470653533936,1.3732486963272095,1.6058358596637845e-05,0.0,-1.6058358596637845e-05
100000,0.1659616082906723,1.5237374305725098,1.3585091829299927,1.5828578398213722e-05,0.0,-1.5828578398213722e-05
100800,0.11475618183612823,1.3903406858444214,1.2757701873779297,1.5460089343832806e-05,0.0,-1.5460089343832806e-05
101600,0.19142335653305054,1.5475640296936035,1.3554701805114746,1.770603375916835e-05,0.0,-1.770603375916835e-05
102400,0.18521881103515625,1.5660426616668701,1.3808282613754272,1.456987956771627e-05,0.0,-1.456987956771627e-05
103200,0.19844160974025726,1.6357381343841553,1.4375883340835571,1.502628674643347e-05,0.0,-1.502628674643347e-05
104000,0.14133089780807495,1.4785438776016235,1.3375102281570435,1.6215395589824766e-05,0.0,-1.6215395589824766e-05
104800,0.14724762737751007,1.463404655456543,1.3163201808929443,1.7302425476373173e-05,0.0,-1.7302425476373173e-05
105600,0.19879113137722015,1.6168140172958374,1.4168325662612915,1.431758028047625e-05,0.0,-1.431758028047625e-05
106400,0.17195090651512146,1.518419861793518,1.3468319177627563,1.4639996152254753e-05,0.0,-1.4639996152254753e-05
107200,0.22486580908298492,1.6726957559585571,1.447497844696045,1.2517305549408775e-05,0.0,-1.2517305549408775e-05
108000,0.1682538241147995,1.559541940689087,1.3920598030090332,1.4758580618945416e-05,0.0,-1.4758580618945416e-05
108800,0.2143276333808899,1.6798477172851562,1.4657766819000244,1.3764837603957858e-05,0.0,-1.3764837603957858e-05
109600,0.09384377300739288,1.3152364492416382,1.2207006216049194,1.9126624465570785e-05,0.0,-1.9126624465570785e-05
110400,0.15126538276672363,1.53165864944458,1.3807497024536133,1.3537371160055045e-05,0.0,-1.3537371160055045e-05
111200,0.14780496060848236,1.4624665975570679,1.3147763013839722,1.7184900571010076e-05,0.0,-1.7184900571010076e-05
112000,0.15863120555877686,1.5402275323867798,1.3813143968582153,1.3667203347722534e-05,0.0,-1.3667203347722534e-05
112800,0.1971798539161682,1.5940508842468262,1.3974982500076294,1.8074731997330673e-05,0.0,-1.8074731997330673e-05
113600,0.12066712975502014,1.385170817375183,1.2642114162445068,1.566258470120374e-05,0.0,-1.566258470120374e-05
114400,0.10712361335754395,1.3752421140670776,1.2679115533828735,1.5038986020954326e-05,0.0,-1.5038986020954326e-05
115200,0.1172512099146843,1.4117121696472168,1.294333815574646,1.601950680196751e-05,0.0,-1.601950680196751e-05
116000,0.14439047873020172,1.4633086919784546,1.3185327053070068,1.531794259790331e-05,0.0,-1.531794259790331e-05
116800,0.20942112803459167,1.6303436756134033,1.4207556247711182,1.5693463865318336e-05,0.0,-1.5693463865318336e-05
117600,0.15907876193523407,1.534827470779419,1.3765374422073364,1.4615370673709549e-05,0.0,-1.4615370673709549e-05
118400,0.1290106475353241,1.426753282546997,1.297593593597412,1.5085725863173138e-05,0.0,-1.5085725863173138e-05
119200,0.11353934556245804,1.3648462295532227,1.2517756223678589,1.6326410332112573e-05,0.0,-1.6326410332112573e-05
120000,0.11711385101079941,1.387130618095398,1.2698957920074463,1.6666754163452424e-05,0.0,-1.6666754163452424e-05
120800,0.1724453717470169,1.5381505489349365,1.3652552366256714,1.4219795048120432e-05,0.0,-1.4219795048120432e-05
121600,0.1635354906320572,1.531275987625122,1.3674204349517822,1.455751134926686e-05,0.0,-1.455751134926686e-05
122400,0.11373782902956009,1.4002976417541504,1.2864640951156616,1.815974246710539e-05,0.0,-1.815974246710539e-05
123200,0.21030783653259277,1.6356817483901978,1.4258582592010498,1.2406088899297174e-05,0.0,-1.2406088899297174e-05
124000,0.15161168575286865,1.4967247247695923,1.344542384147644,1.6126292393892072e-05,0.0,-1.6126292393892072e-05
124800,0.12024573236703873,1.3570975065231323,1.237979769706726,1.8600316252559423e-05,0.0,-1.8600316252559423e-05
125600,0.18011893332004547,1.5735090970993042,1.3929307460784912,1.486659311922267e-05,0.0,-1.486659311922267e-05
126400,0.15722870826721191,1.4642688035964966,1.3066155910491943,1.9021021216758527e-05,0.0,-1.9021021216758527e-05
127200,0.1997682899236679,1.6337419748306274,1.434320092201233,1.4427707355935127e-05,0.0,-1.4427707355935127e-05
128000,0.06820730865001678,1.2535450458526611,1.1853690147399902,1.6600803064648062e-05,0.0,-1.6600803064648062e-05
128800,0.18321993947029114,1.542975664138794,1.3597137928009033,1.7220836525666527e-05,0.0,-1.7220836525666527e-05
129600,0.15861381590366364,1.5158369541168213,1.3577617406845093,1.399462234985549e-05,0.0,-1.399462234985549e-05
130400,0.1073465421795845,1.360114336013794,1.2517175674438477,1.8795508367475122e-05,0.0,-1.8795508367475122e-05
131200,0.21702897548675537,1.641084909439087,1.424216628074646,1.4905485841154587e-05,0.0,-1.4905485841154587e-05
132000,0.12715089321136475,1.4230495691299438,1.2967394590377808,1.9452838387223892e-05,0.0,-1.9452838387223892e-05
132800,0.1600656658411026,1.5184235572814941,1.3578791618347168,1.4243364603316877e-05,0.0,-1.4243364603316877e-05
133600,0.1640772819519043,1.5525918006896973,1.3882677555084229,1.3708157894143369e-05,0.0,-1.3708157894143369e-05
134400,0.16998343169689178,1.537528157234192,1.3682819604873657,1.466185858589597e-05,0.0,-1.466185858589597e-05
135200,0.12710216641426086,1.4107247591018677,1.2829256057739258,1.4211433153832331e-05,0.0,-1.4211433153832331e-05
136000,0.13291385769844055,1.4247838258743286,1.2924983501434326,1.658291330386419e-05,0.0,-1.658291330386419e-05
136800,0.08320851624011993,1.2970865964889526,1.213983416557312,1.7185278920806013e-05,0.0,-1.7185278920806013e-05
137600,0.11259762942790985,1.3735102415084839,1.2608692646026611,1.4163895684760064e-05,0.0,-1.4163895684760064e-05
138400,0.12964032590389252,1.4531656503677368,1.3233673572540283,1.4215827832231298e-05,0.0,-1.4215827832231298e-05
139200,0.08290578424930573,1.257167100906372,1.1736797094345093,2.0399407731019892e-05,0.0,-2.0399407731019892e-05
140000,0.12645846605300903,1.4499670267105103,1.3241968154907227,1.5472949598915875e-05,0.0,-1.5472949598915875e-05
140800,0.1230398565530777,1.3809459209442139,1.2578853368759155,1.6967162082437426e-05,0.0,-1.6967162082437426e-05
141600,0.12133356928825378,1.4428454637527466,1.321518898010254,1.476254783483455e-05,0.0,-1.476254783483455e-05
142400,0.1041053980588913,1.344415545463562,1.2397072315216064,1.904128112073522e-05,0.0,-1.904128112073522e-05
143200,0.11624769121408463,1.4109735488891602,1.2950800657272339,1.736000194796361e-05,0.0,-1.736000194796361e-05
144000,0.13376232981681824,1.4317829608917236,1.2982981204986572,1.4943181668058969e-05,0.0,-1.4943181668058969e-05
144800,0.09520784020423889,1.3163655996322632,1.220632553100586,1.926061486301478e-05,0.0,-1.926061486301478e-05
145600,0.17569783329963684,1.5418095588684082,1.366110920906067,1.4479180208581965e-05,0.0,-1.4479180208581965e-05
